0.000000 0.000000
-0.000298 0.002803
-0.000084 0.005669
0.000644 0.008596
0.001888 0.011582
0.003647 0.014624
0.005921 0.017718
0.008710 0.020860
0.012012 0.024045
0.015826 0.027267
0.020149 0.030520
0.024977 0.033796
0.030309 0.037088
0.036138 0.040388
0.042462 0.043688
0.049274 0.046978
0.056568 0.050250
0.064338 0.053493
0.072576 0.056699
0.081275 0.059857
0.090426 0.062958
0.100020 0.065991
0.110048 0.068946
0.120498 0.071813
0.131360 0.074582
0.142623 0.077244
0.154273 0.079790
0.166299 0.082209
0.178687 0.084494
0.191423 0.086636
0.204494 0.088627
0.217883 0.090459
0.231576 0.092126
0.245557 0.093621
0.259810 0.094938
0.274318 0.096072
0.289066 0.097017
0.304035 0.097771
0.319209 0.098329
0.334570 0.098690
0.350100 0.098850
0.365781 0.098808
0.381596 0.098564
0.397527 0.098117
0.413344 0.097494
0.429207 0.096739
0.445136 0.095858
0.461116 0.094852
0.477130 0.093725
0.493160 0.092481
0.509190 0.091123
0.525204 0.089656
0.541184 0.088084
0.557115 0.086411
0.572979 0.084643
0.588761 0.082783
0.604445 0.080838
0.620014 0.078812
0.635453 0.076711
0.650746 0.074541
0.665878 0.072307
0.680833 0.070015
0.695597 0.067671
0.710156 0.065281
0.724493 0.062851
0.738596 0.060388
0.752451 0.057897
0.766043 0.055385
0.779360 0.052859
0.792388 0.050324
0.805116 0.047789
0.817530 0.045258
0.829619 0.042739
0.841371 0.040239
0.852774 0.037763
0.863819 0.035319
0.874495 0.032914
0.884791 0.030552
0.894697 0.028242
0.904206 0.025990
0.913307 0.023801
0.921992 0.021682
0.930253 0.019639
0.938083 0.017678
0.945475 0.015804
0.952421 0.014024
0.958915 0.012341
0.964952 0.010762
0.970526 0.009290
0.975633 0.007931
0.980266 0.006688
0.984423 0.005566
0.988100 0.004567
0.991293 0.003695
0.993999 0.002952
0.996217 0.002342
0.997944 0.001865
0.999178 0.001523
0.999919 0.001318
1.000167 0.001249
0.999833 -0.001249
0.999577 -0.001250
0.998808 -0.001255
0.997528 -0.001262
0.995738 -0.001273
0.993440 -0.001286
0.990636 -0.001304
0.987330 -0.001324
0.983526 -0.001349
0.979227 -0.001378
0.974439 -0.001412
0.969166 -0.001451
0.963416 -0.001496
0.957193 -0.001546
0.950506 -0.001604
0.943361 -0.001669
0.935766 -0.001742
0.927730 -0.001824
0.919262 -0.001916
0.910370 -0.002018
0.901065 -0.002132
0.891356 -0.002259
0.881254 -0.002399
0.870770 -0.002554
0.859915 -0.002724
0.848700 -0.002911
0.837139 -0.003115
0.825242 -0.003339
0.813023 -0.003581
0.800494 -0.003845
0.787669 -0.004129
0.774560 -0.004436
0.761183 -0.004766
0.747549 -0.005119
0.733675 -0.005496
0.719573 -0.005897
0.705259 -0.006322
0.690748 -0.006771
0.676053 -0.007244
0.661190 -0.007741
0.646174 -0.008260
0.631021 -0.008800
0.615745 -0.009361
0.600362 -0.009942
0.584887 -0.010539
0.569336 -0.011153
0.553723 -0.011779
0.538066 -0.012416
0.522378 -0.013062
0.506676 -0.013712
0.490974 -0.014365
0.475288 -0.015016
0.459634 -0.015662
0.444025 -0.016299
0.428478 -0.016924
0.413008 -0.017532
0.397667 -0.018120
0.382645 -0.018724
0.367745 -0.019360
0.352980 -0.020024
0.338362 -0.020708
0.323905 -0.021406
0.309620 -0.022112
0.295519 -0.022818
0.281615 -0.023518
0.267919 -0.024204
0.254443 -0.024871
0.241199 -0.025511
0.228197 -0.026117
0.215450 -0.026683
0.202967 -0.027201
0.190760 -0.027666
0.178840 -0.028072
0.167217 -0.028411
0.155902 -0.028679
0.144906 -0.028869
0.134237 -0.028977
0.123908 -0.028996
0.113927 -0.028923
0.104304 -0.028752
0.095048 -0.028479
0.086170 -0.028100
0.077679 -0.027611
0.069583 -0.027009
0.061891 -0.026290
0.054612 -0.025451
0.047753 -0.024489
0.041323 -0.023403
0.035330 -0.022189
0.029780 -0.020845
0.024681 -0.019371
0.020039 -0.017763
0.015860 -0.016022
0.012150 -0.014145
0.008914 -0.012131
0.006157 -0.009981
0.003884 -0.007693
0.002097 -0.005267
0.000802 -0.002703
0.000000 0.000000
